chr1	91141	91142
chr1	237469	237470
chr1	91176	91177
chr1	237504	237505
chr1	91214	91215
chr1	237542	237543
chr1	91256	91257
chr1	237586	237587
chr1	91268	91269
chr1	237598	237599
chr1	91421	91423
chr1	237751	237753
chr1	91465	91466
chr1	237795	237796
chr1	91475	91476
chr1	237805	237806
chr1	91486	91487
chr1	237816	237817
chr1	91490	91491
chr1	237820	237821
chr1	91515	91516
chr1	237845	237846
chr1	91554	91555
chr1	237881	237882
chr1	91556	91557
chr1	237883	237884
chr1	91575	91576
chr1	237901	237902
chr1	91581	91582
chr1	237907	237908
chr1	91669	91670
chr1	237996	237997
chr1	91804	91805
chr1	238131	238132
chr1	91842	91843
chr1	238169	238170
chr1	91889	91890
chr1	238216	238217
chr1	91949	91950
chr1	238276	238277
chr1	91983	91984
chr1	238310	238311
chr1	91986	91987
chr1	238313	238314
chr1	92481	92482
chr1	238808	238809
chr1	92638	92639
chr1	238965	238966
chr1	92654	92655
chr1	238981	238982
chr1	92870	92871
chr1	239198	239199
chr1	92886	92887
chr1	239214	239215
chr1	93011	93012
chr1	239339	239340
chr1	93279	93280
chr1	239607	239608
chr1	93392	93393
chr1	239720	239721
chr1	94011	94012
chr1	240339	240340
chr1	94126	94127
chr1	240454	240455
chr1	94273	94274
chr1	240601	240602
chr1	94461	94462
chr1	240789	240790
chr1	94725	94726
chr1	241053	241054
chr1	94829	94830
chr1	241157	241158
chr1	94893	94894
chr1	241226	241227
chr1	94932	94933
chr1	241265	241266
chr1	94987	94988
chr1	241320	241321
chr1	94990	94991
chr1	241323	241324
chr1	95006	95007
chr1	241339	241340
chr1	95034	95035
chr1	241369	241370
chr1	95726	95727
chr1	242061	242062
chr1	96201	96202
chr1	242536	242537
chr1	96253	96254
chr1	242588	242589
chr1	96560	96561
chr1	242895	242896
chr1	96592	96593
chr1	242927	242928
chr1	96625	96626
chr1	242960	242961
chr1	97240	97241
chr1	243575	243576
chr1	97347	97348
chr1	243682	243683
chr1	97431	97432
chr1	243766	243767
chr1	97485	97486
chr1	243820	243821
chr1	97488	97489
chr1	243823	243824
chr1	97566	97567
chr1	243901	243902
chr1	97821	97822
chr1	244156	244157
chr1	97869	97870
chr1	244204	244205
chr1	98023	98024
chr1	244358	244359
chr1	98378	98379
chr1	244713	244714
chr1	98591	98592
chr1	244926	244927
chr1	98683	98684
chr1	245018	245019
chr1	98945	98946
chr1	245280	245281
chr1	98993	98994
chr1	245328	245329
chr1	99141	99142
chr1	245455	245456
chr1	99629	99630
chr1	245943	245944
chr1	99720	99721
chr1	246034	246035
chr1	99745	99746
chr1	246059	246060
chr1	101038	101039
chr1	247355	247356
chr1	101158	101160
chr1	247475	247477
chr1	101509	101510
chr1	247826	247827
chr1	101520	101521
chr1	247837	247838
chr1	101550	101551
chr1	247867	247868
chr1	101828	101829
chr1	248144	248145
chr1	101831	101832
chr1	248147	248148
chr1	102138	102139
chr1	248454	248455
chr1	102334	102335
chr1	248650	248651
chr1	102497	102498
chr1	248813	248814
chr1	102596	102597
chr1	248912	248913
chr1	102708	102709
chr1	249024	249025
chr1	102769	102770
chr1	249085	249086
chr1	102956	102957
chr1	249272	249273
chr1	103087	103088
chr1	249404	249405
chr1	103318	103319
chr1	249635	249636
chr1	103444	103445
chr1	249761	249762
chr1	103632	103633
chr1	249949	249950
chr1	103856	103857
chr1	250173	250174
chr1	103894	103895
chr1	250211	250212
chr1	103905	103906
chr1	250222	250223
chr1	104026	104027
chr1	250343	250344
chr1	104830	104831
chr1	251145	251146
chr1	104972	104973
chr1	251287	251288
chr1	105298	105299
chr1	251613	251614
chr1	105350	105351
chr1	251665	251666
chr1	105832	105833
chr1	252147	252148
chr1	105999	106000
chr1	252314	252315
chr1	106465	106466
chr1	252780	252781
chr1	106534	106535
chr1	252849	252850
chr1	106544	106545
chr1	252859	252860
chr1	106619	106620
chr1	252934	252935
chr1	106814	106815
chr1	253129	253130
chr1	107332	107333
chr1	253647	253648
chr1	107797	107798
chr1	254112	254113
chr1	107894	107895
chr1	254209	254210
chr1	107945	107946
chr1	254260	254261
chr1	108177	108178
chr1	254492	254493
chr1	108297	108298
chr1	254612	254613
chr1	108328	108329
chr1	254643	254644
chr1	108540	108541
chr1	254855	254856
chr1	108605	108606
chr1	254926	254927
chr1	108846	108847
chr1	255167	255168
chr1	109105	109106
chr1	255426	255427
chr1	109182	109183
chr1	255503	255504
chr1	109312	109313
chr1	255633	255634
chr1	109505	109506
chr1	255826	255827
chr1	109588	109589
chr1	255909	255910
chr1	109640	109641
chr1	255955	255956
chr1	109708	109709
chr1	256023	256024
chr1	110146	110147
chr1	256461	256462
chr1	110255	110256
chr1	256570	256571
chr1	110295	110296
chr1	256610	256611
chr1	110804	110805
chr1	257119	257120
chr1	111233	111234
chr1	257548	257549
chr1	111827	111828
chr1	258144	258145
chr1	111865	111866
chr1	258182	258183
chr1	112251	112252
chr1	258568	258569
chr1	112360	112361
chr1	258677	258678
chr1	112567	112568
chr1	258884	258885
chr1	112613	112614
chr1	258930	258931
chr1	112888	112889
chr1	259205	259206
chr1	113321	113322
chr1	259638	259639
chr1	113428	113429
chr1	259745	259746
chr1	113842	113843
chr1	260159	260160
chr1	113864	113865
chr1	260181	260182
chr1	113872	113873
chr1	260189	260190
chr1	113940	113941
chr1	260257	260258
chr1	113969	113970
chr1	260286	260287
chr1	114694	114695
chr1	261009	261010
chr1	114873	114874
chr1	261188	261189
chr1	115250	115251
chr1	261565	261566
chr1	115557	115558
chr1	261872	261873
chr1	115698	115699
chr1	262013	262014
chr1	115735	115736
chr1	262050	262051
chr1	116401	116402
chr1	262718	262719
chr1	116512	116513
chr1	262829	262830
chr1	116549	116550
chr1	262866	262867
chr1	117100	117101
chr1	263417	263418
chr1	118617	118618
chr1	264938	264939
chr1	118632	118633
chr1	264953	264954
chr1	118870	118871
chr1	265191	265192
chr1	118940	118941
chr1	265261	265262
chr1	119615	119616
chr1	265936	265937
chr1	119646	119647
chr1	265967	265968
chr1	119885	119886
chr1	266206	266207
chr1	119908	119909
chr1	266229	266230
chr1	120176	120177
chr1	266497	266498
chr1	120256	120257
chr1	266577	266578
chr1	120410	120411
chr1	266731	266732
chr1	120432	120433
chr1	266753	266754
chr1	120458	120459
chr1	266779	266780
chr1	120705	120706
chr1	267026	267027
chr1	120976	120980
chr1	267297	267301
chr1	120983	120984
chr1	267304	267305
chr1	120987	120988
chr1	267308	267309
chr1	121009	121010
chr1	267326	267327
